,time,V
0,2,0.1088008
1,2,-0.02666266
2,2,0.04859484
3,2,-0.008600857
4,2,0.006450643
5,2,-0.008600857
6,2,0.006450643
7,8,1.622982
8,8,1.824672
9,8,1.674157
10,8,1.625992
11,8,3.175006
12,8,1.656095
13,8,1.764466
14,24,3.362935
15,24,3.525491
16,24,3.633862
17,24,3.465285
18,24,3.552584
19,24,3.477326
20,24,3.341863
21,48,3.964995
22,48,4.148623
23,48,4.11852
24,48,4.004129
25,48,4.007139
26,48,4.127551
27,48,3.943923
