,time,V
0,2,-0.0150515
1,2,0.1475047
2,2,0.0662266
3,2,-0.0662266
4,2,0.0782678
5,2,-0.1866386
6,2,-0.0240824
7,8,0.6592557
8,8,-0.0391339
9,8,-0.4003699
10,8,0.0361236
11,8,-0.0511751
12,8,-0.090309
13,8,0.3281227
14,24,1.198099
15,24,1.246264
16,24,1.158965
17,24,1.255295
18,24,1.017481
19,24,1.128863
20,24,1.065646
21,48,1.186058
22,48,1.270347
23,48,1.429892
24,48,1.40581
25,48,1.417851
26,48,1.360656
27,48,1.083708
